ZCTA5,MEMI,CBSA,POPPT,HUPT,AREAPT,AREALANDPT,ZPOP,ZHU,ZAREA,ZAREALAND,MPOP,MHU,MAREA,MAREALAND,ZPOPPCT,ZHUPCT,ZAREAPCT,ZAREALANDPCT,MPOPPCT,MHUPCT,MAREAPCT,MAREALANDPCT
32408,1,37460,15352,16263,67156522,27351030,15352,16263,67156522,27351030,168852,99650,2675853749,1964400618,100,100,100,100,9.09,16.32,2.51,1.39
32409,1,37460,8691,3820,215136933,195896681,8691,3820,215136933,195896681,168852,99650,2675853749,1964400618,100,100,100,100,5.15,3.83,8.04,9.97
32410,1,37460,740,1451,61017162,51944282,740,1451,61017162,51944282,168852,99650,2675853749,1964400618,100,100,100,100,0.44,1.46,2.28,2.64
32413,1,37460,12013,13713,165753820,150906342,13128,16686,209829964,189301502,168852,99650,2675853749,1964400618,91.51,82.18,78.99,79.72,7.11,13.76,6.19,7.68
32437,1,37460,114,57,22028601,21059933,679,346,96357017,91121796,168852,99650,2675853749,1964400618,16.79,16.47,22.86,23.11,0.07,0.06,0.82,1.07
32438,1,37460,3727,1814,144413314,144019713,4060,1997,163716641,162751694,168852,99650,2675853749,1964400618,91.8,90.84,88.21,88.49,2.21,1.82,5.4,7.33
32444,1,37460,18985,8359,36852298,24332276,18985,8359,36852298,24332276,168852,99650,2675853749,1964400618,100,100,100,100,11.24,8.39,1.38,1.24
32456,1,37460,335,403,2263660,2246433,6966,5761,326917660,212753178,168852,99650,2675853749,1964400618,4.81,7,0.69,1.06,0.2,0.4,0.08,0.11
32462,1,37460,41,25,6311177,6311177,3412,1906,414626963,397239943,168852,99650,2675853749,1964400618,1.2,1.31,1.52,1.59,0.02,0.03,0.24,0.32
32466,1,37460,5459,2361,253945232,246081770,5641,2453,302065014,293948810,168852,99650,2675853749,1964400618,96.77,96.25,84.07,83.72,3.23,2.37,9.49,12.53
32501,1,37860,11730,5349,9951711,9852974,11730,5349,9951711,9852974,448991,201463,5305543334,4320270311,100,100,100,100,2.61,2.66,0.19,0.23
32502,1,37860,3298,2021,6100860,5965295,3298,2021,6100860,5965295,448991,201463,5305543334,4320270311,100,100,100,100,0.73,1,0.11,0.14
32503,1,37860,32011,14207,33443567,31858588,32011,14207,33443567,31858588,448991,201463,5305543334,4320270311,100,100,100,100,7.13,7.05,0.63,0.74
32504,1,37860,21441,10757,27831480,27709282,21441,10757,27831480,27709282,448991,201463,5305543334,4320270311,100,100,100,100,4.78,5.34,0.52,0.64
32505,1,37860,28213,12725,35929899,35100796,28213,12725,35929899,35100796,448991,201463,5305543334,4320270311,100,100,100,100,6.28,6.32,0.68,0.81
32506,1,37860,33846,15514,106306841,84033711,33846,15514,106306841,84033711,448991,201463,5305543334,4320270311,100,100,100,100,7.54,7.7,2,1.95
32507,1,37860,28996,16971,111538156,65280007,28996,16971,111538156,65280007,448991,201463,5305543334,4320270311,100,100,100,100,6.46,8.42,2.1,1.51
32508,1,37860,5852,368,23413220,21023825,5852,368,23413220,21023825,448991,201463,5305543334,4320270311,100,100,100,100,1.3,0.18,0.44,0.49
32509,1,37860,660,0,3309860,3309348,660,0,3309860,3309348,448991,201463,5305543334,4320270311,100,0,100,100,0.15,0,0.06,0.08
32511,1,37860,1145,0,629101,629101,1145,0,629101,629101,448991,201463,5305543334,4320270311,100,0,100,100,0.26,0,0.01,0.01
32514,1,37860,37399,17761,51863890,50537722,37399,17761,51863890,50537722,448991,201463,5305543334,4320270311,100,100,100,100,8.33,8.82,0.98,1.17
32526,1,37860,36297,15190,163416997,150638815,36297,15190,163416997,150638815,448991,201463,5305543334,4320270311,100,100,100,100,8.08,7.54,3.08,3.49
32530,1,37860,38,24,127323,127323,38,24,127323,127323,448991,201463,5305543334,4320270311,100,100,100,100,0.01,0.01,0,0
32531,1,18880,5256,2373,533832860,527789170,5296,2393,569145506,563101816,180822,92407,2802569833,2409328778,99.24,99.16,93.8,93.73,2.91,2.57,19.05,21.91
32531,1,37860,40,20,35312646,35312646,5296,2393,569145506,563101816,448991,201463,5305543334,4320270311,0.76,0.84,6.2,6.27,0.01,0.01,0.67,0.82
32533,1,37860,26493,10598,197542527,193879400,26493,10598,197542527,193879400,448991,201463,5305543334,4320270311,100,100,100,100,5.9,5.26,3.72,4.49
32534,1,37860,14029,6376,25363381,25144383,14029,6376,25363381,25144383,448991,201463,5305543334,4320270311,100,100,100,100,3.12,3.16,0.48,0.58
32535,1,37860,6326,2079,190921759,185585989,6326,2079,190921759,185585989,448991,201463,5305543334,4320270311,100,100,100,100,1.41,1.03,3.6,4.3
32536,1,18880,19709,8585,122728017,120640064,19709,8585,122728017,120640064,180822,92407,2802569833,2409328778,100,100,100,100,10.9,9.29,4.38,5.01
32539,1,18880,24570,9581,277479353,272970667,25079,9837,319540796,315031917,180822,92407,2802569833,2409328778,97.97,97.4,86.84,86.65,13.59,10.37,9.9,11.33
32541,1,18880,15565,15748,46342857,30076036,15565,15748,46342857,30076036,180822,92407,2802569833,2409328778,100,100,100,100,8.61,17.04,1.65,1.25
32542,1,18880,3457,1192,46586156,42208104,3457,1192,46586156,42208104,180822,92407,2802569833,2409328778,100,100,100,100,1.91,1.29,1.66,1.75
32544,1,18880,1818,375,25499579,24603982,1818,375,25499579,24603982,180822,92407,2802569833,2409328778,100,100,100,100,1.01,0.41,0.91,1.02
32547,1,18880,32485,15486,93590782,90492568,32485,15486,93590782,90492568,180822,92407,2802569833,2409328778,100,100,100,100,17.97,16.76,3.34,3.76
32548,1,18880,19343,12276,57439178,33659091,19343,12276,57439178,33659091,180822,92407,2802569833,2409328778,100,100,100,100,10.7,13.28,2.05,1.4
32561,1,37860,7899,6218,100285243,30525785,7899,6218,100285243,30525785,448991,201463,5305543334,4320270311,100,100,100,100,1.76,3.09,1.89,0.71
32563,1,37860,22406,10114,43821562,43046775,22406,10114,43821562,43046775,448991,201463,5305543334,4320270311,100,100,100,100,4.99,5.02,0.83,1
32564,1,18880,2432,1145,125822376,124546095,2881,1338,238112464,236176033,180822,92407,2802569833,2409328778,84.42,85.58,52.84,52.73,1.34,1.24,4.49,5.17
32564,1,37860,449,193,112290088,111629938,2881,1338,238112464,236176033,448991,201463,5305543334,4320270311,15.58,14.42,47.16,47.27,0.1,0.1,2.12,2.58
32565,1,37860,5719,2456,604521991,597478125,5719,2456,604521991,597478125,448991,201463,5305543334,4320270311,100,100,100,100,1.27,1.22,11.39,13.83
32566,1,37860,33671,15325,111516427,104245064,33671,15325,111516427,104245064,448991,201463,5305543334,4320270311,100,100,100,100,7.5,7.61,2.1,2.41
32567,1,18880,2025,986,258975754,256586799,3510,1748,367338866,360975155,180822,92407,2802569833,2409328778,57.69,56.41,70.5,71.08,1.12,1.07,9.24,10.65
32568,1,37860,3122,1334,406407102,403908535,3122,1334,406407102,403908535,448991,201463,5305543334,4320270311,100,100,100,100,0.7,0.66,7.66,9.35
32569,1,18880,11235,5238,17538944,10477995,11235,5238,17538944,10477995,180822,92407,2802569833,2409328778,100,100,100,100,6.21,5.67,0.63,0.43
32570,1,37860,28817,12615,833060242,827208114,28817,12615,833060242,827208114,448991,201463,5305543334,4320270311,100,100,100,100,6.42,6.26,15.7,19.15
32571,1,37860,28881,11574,272189826,269389412,28881,11574,272189826,269389412,448991,201463,5305543334,4320270311,100,100,100,100,6.43,5.74,5.13,6.24
32577,1,37860,4625,1908,174378965,171936454,4625,1908,174378965,171936454,448991,201463,5305543334,4320270311,100,100,100,100,1.03,0.95,3.29,3.98
32578,1,18880,29268,12859,71662543,60863444,30108,13293,73201710,62342318,180822,92407,2802569833,2409328778,97.21,96.74,97.9,97.63,16.19,13.92,2.56,2.53
32579,1,18880,9997,4714,17463054,11277258,9997,4714,17463054,11277258,180822,92407,2802569833,2409328778,100,100,100,100,5.53,5.1,0.62,0.47
32580,1,18880,3662,1849,34401911,32350917,3662,1849,34401911,32350917,180822,92407,2802569833,2409328778,100,100,100,100,2.03,2,1.23,1.34
32583,1,37860,25586,9765,402889619,374125473,25586,9765,402889619,374125473,448991,201463,5305543334,4320270311,100,100,100,100,5.7,4.85,7.59,8.66
32601,1,23540,18585,9381,11778057,11726458,18585,9381,11778057,11726458,264275,120073,3429266274,3171950085,100,100,100,100,7.03,7.81,0.34,0.37
32603,1,23540,6741,2316,3565794,3545203,6741,2316,3565794,3545203,264275,120073,3429266274,3171950085,100,100,100,100,2.55,1.93,0.1,0.11
32605,1,23540,22925,10543,26040928,25919038,22925,10543,26040928,25919038,264275,120073,3429266274,3171950085,100,100,100,100,8.67,8.78,0.76,0.82
32606,1,23540,21833,10571,44526393,44273265,21833,10571,44526393,44273265,264275,120073,3429266274,3171950085,100,100,100,100,8.26,8.8,1.3,1.4
32607,1,23540,29750,14552,30848566,30624481,29750,14552,30848566,30624481,264275,120073,3429266274,3171950085,100,100,100,100,11.26,12.12,0.9,0.97
32608,1,23540,45842,22975,107296475,101000372,45842,22975,107296475,101000372,264275,120073,3429266274,3171950085,100,100,100,100,17.35,19.13,3.13,3.18
32609,1,23540,18756,8186,297219747,290843169,18756,8186,297219747,290843169,264275,120073,3429266274,3171950085,100,100,100,100,7.1,6.82,8.67,9.17
32612,1,23540,5458,13,2427701,2117657,5458,13,2427701,2117657,264275,120073,3429266274,3171950085,100,100,100,100,2.07,0.01,0.07,0.07
32615,1,23540,14295,6302,363056967,359199819,14295,6302,363056967,359199819,264275,120073,3429266274,3171950085,100,100,100,100,5.41,5.25,10.59,11.32
32616,1,23540,872,355,1661310,1661310,872,355,1661310,1661310,264275,120073,3429266274,3171950085,100,100,100,100,0.33,0.3,0.05,0.05
32617,1,36100,4109,1796,82826826,76539050,4109,1796,82826826,76539050,331298,164050,4306141125,4103955681,100,100,100,100,1.24,1.09,1.92,1.87
32618,1,23540,5884,2663,196422765,192614070,7732,3463,241769706,235406402,264275,120073,3429266274,3171950085,76.1,76.9,81.24,81.82,2.23,2.22,5.73,6.07
32619,1,23540,4730,2301,310175848,306167176,4730,2301,310175848,306167176,264275,120073,3429266274,3171950085,100,100,100,100,1.79,1.92,9.04,9.65
32622,1,23540,307,158,14311309,14227477,1294,597,157951140,157649446,264275,120073,3429266274,3171950085,23.72,26.47,9.06,9.02,0.12,0.13,0.42,0.45
32631,1,23540,291,169,5259541,4819525,291,169,5259541,4819525,264275,120073,3429266274,3171950085,100,100,100,100,0.11,0.14,0.15,0.15
32640,1,23540,4900,2511,449086555,337577074,10510,5689,674949575,541029234,264275,120073,3429266274,3171950085,46.62,44.14,66.54,62.4,1.85,2.09,13.1,10.64
32640,2,37260,5610,3178,225863020,203452160,10510,5689,674949575,541029234,74364,37337,2141716683,1884532662,53.38,55.86,33.46,37.6,7.54,8.51,10.55,10.8
32641,1,23540,14291,5460,157447635,127290659,14291,5460,157447635,127290659,264275,120073,3429266274,3171950085,100,100,100,100,5.41,4.55,4.59,4.01
32643,1,23540,9607,4203,262117350,260794911,10936,4844,304905973,303296946,264275,120073,3429266274,3171950085,87.85,86.77,85.97,85.99,3.64,3.5,7.64,8.22
32643,2,29380,1329,641,42788623,42502035,10936,4844,304905973,303296946,67531,28636,2075430306,2065707648,12.15,13.23,14.03,14.01,1.97,2.24,2.06,2.06
32653,1,23540,12844,5933,103266774,101180216,12844,5933,103266774,101180216,264275,120073,3429266274,3171950085,100,100,100,100,4.86,4.94,3.01,3.19
32656,1,27260,12700,5823,153247573,138173393,14014,6489,161787828,145837206,1345596,598490,9578857237,8290752876,90.62,89.74,94.72,94.74,0.94,0.97,1.6,1.67
32658,1,23540,308,123,7857234,7782079,308,123,7857234,7782079,264275,120073,3429266274,3171950085,100,100,100,100,0.12,0.1,0.23,0.25
32664,1,36100,510,318,3673091,3672245,510,318,3673091,3672245,331298,164050,4306141125,4103955681,100,100,100,100,0.15,0.19,0.09,0.09
32666,1,23540,761,440,21768070,20355964,5916,3206,154985611,141353098,264275,120073,3429266274,3171950085,12.86,13.72,14.05,14.4,0.29,0.37,0.63,0.64
32666,1,27260,1249,602,27064888,25133142,5916,3206,154985611,141353098,1345596,598490,9578857237,8290752876,21.11,18.78,17.46,17.78,0.09,0.1,0.28,0.3
32666,2,37260,2835,1522,93839448,84059551,5916,3206,154985611,141353098,74364,37337,2141716683,1884532662,47.92,47.47,60.55,59.47,3.81,4.08,4.38,4.46
32667,1,23540,2140,1086,197390541,153646494,3794,1906,287774136,241081427,264275,120073,3429266274,3171950085,56.4,56.98,68.59,63.73,0.81,0.9,5.76,4.84
32667,1,36100,1654,820,90383595,87434933,3794,1906,287774136,241081427,331298,164050,4306141125,4103955681,43.6,43.02,31.41,36.27,0.5,0.5,2.1,2.13
32668,1,36100,816,460,63851203,63563660,5082,2482,316196638,314673237,331298,164050,4306141125,4103955681,16.06,18.53,20.19,20.2,0.25,0.28,1.48,1.55
32669,1,23540,11549,4943,264548971,257367278,11623,4982,279177248,268134144,264275,120073,3429266274,3171950085,99.36,99.22,94.76,95.98,4.37,4.12,7.71,8.11
32681,1,36100,136,73,953630,953630,136,73,953630,953630,331298,164050,4306141125,4103955681,100,100,100,100,0.04,0.04,0.02,0.02
32686,1,36100,5003,2389,192225248,191450527,5003,2389,192225248,191450527,331298,164050,4306141125,4103955681,100,100,100,100,1.51,1.46,4.46,4.67
32693,1,23540,8408,3118,391892244,382789692,12154,4876,547742933,532129139,264275,120073,3429266274,3171950085,69.18,63.95,71.55,71.94,3.18,2.6,11.43,12.07
32694,1,23540,2142,1075,72834956,69303389,2142,1075,72834956,69303389,264275,120073,3429266274,3171950085,100,100,100,100,0.81,0.9,2.12,2.18
32696,1,36100,1052,535,92036591,90369632,12071,5433,384660731,380400534,331298,164050,4306141125,4103955681,8.72,9.85,23.93,23.76,0.32,0.33,2.14,2.2
32701,1,36740,21577,11260,15876505,14544844,21577,11260,15876505,14544844,2134411,942312,10389538806,9009231940,100,100,100,100,1.01,1.19,0.15,0.16
32702,1,36100,274,158,39244131,35746882,2705,1498,161600179,146192690,331298,164050,4306141125,4103955681,10.13,10.55,24.28,24.45,0.08,0.1,0.91,0.87
32702,1,36740,2431,1340,122356048,110445808,2705,1498,161600179,146192690,2134411,942312,10389538806,9009231940,89.87,89.45,75.72,75.55,0.11,0.14,1.18,1.23
32703,1,36740,46207,18090,147517940,131478557,46207,18090,147517940,131478557,2134411,942312,10389538806,9009231940,100,100,100,100,2.16,1.92,1.42,1.46
32707,1,36740,35335,16154,27622959,25104540,35335,16154,27622959,25104540,2134411,942312,10389538806,9009231940,100,100,100,100,1.66,1.71,0.27,0.28
32708,1,36740,42012,17696,50725287,47748611,42012,17696,50725287,47748611,2134411,942312,10389538806,9009231940,100,100,100,100,1.97,1.88,0.49,0.53
32709,1,36740,2566,1053,309296147,302326912,2566,1053,309296147,302326912,2134411,942312,10389538806,9009231940,100,100,100,100,0.12,0.11,2.98,3.36
32712,1,36740,41769,15942,159505098,154469533,41769,15942,159505098,154469533,2134411,942312,10389538806,9009231940,100,100,100,100,1.96,1.69,1.54,1.71
32713,1,19660,19491,9098,61285992,53532041,19491,9098,61285992,53532041,494593,254226,3709990171,2851658690,100,100,100,100,3.94,3.58,1.65,1.88
32714,1,36740,34862,16852,23287833,22114189,34862,16852,23287833,22114189,2134411,942312,10389538806,9009231940,100,100,100,100,1.63,1.79,0.22,0.25
32720,1,19660,27218,12275,108894048,102698147,29700,13416,172426132,162602952,494593,254226,3709990171,2851658690,91.64,91.5,63.15,63.16,5.5,4.83,2.94,3.6
32720,1,36740,2482,1141,63532084,59904805,29700,13416,172426132,162602952,2134411,942312,10389538806,9009231940,8.36,8.5,36.85,36.84,0.12,0.12,0.61,0.66
32724,1,19660,31826,14827,251412122,245556360,31826,14827,251412122,245556360,494593,254226,3709990171,2851658690,100,100,100,100,6.43,5.83,6.78,8.61
32725,1,19660,44905,18924,83811022,59335709,44905,18924,83811022,59335709,494593,254226,3709990171,2851658690,100,100,100,100,9.08,7.44,2.26,2.08
32726,1,36740,20029,9628,35976512,31640070,20029,9628,35976512,31640070,2134411,942312,10389538806,9009231940,100,100,100,100,0.94,1.02,0.35,0.35
32730,1,36740,5354,2728,3391298,3072754,5354,2728,3391298,3072754,2134411,942312,10389538806,9009231940,100,100,100,100,0.25,0.29,0.03,0.03
32732,1,36740,5589,2271,163083575,145270971,5589,2271,163083575,145270971,2134411,942312,10389538806,9009231940,100,100,100,100,0.26,0.24,1.57,1.61
32735,1,36740,3903,1955,13001778,9815800,3903,1955,13001778,9815800,2134411,942312,10389538806,9009231940,100,100,100,100,0.18,0.21,0.13,0.11
32736,1,36740,9736,4019,296620912,272952261,9736,4019,296620912,272952261,2134411,942312,10389538806,9009231940,100,100,100,100,0.46,0.43,2.85,3.03
32738,1,19660,43830,16592,75334339,66976215,43830,16592,75334339,66976215,494593,254226,3709990171,2851658690,100,100,100,100,8.86,6.53,2.03,2.35
32744,1,19660,3588,1738,35794623,34762109,3588,1738,35794623,34762109,494593,254226,3709990171,2851658690,100,100,100,100,0.73,0.68,0.96,1.22
32746,1,36740,40571,17700,61038047,57156536,40571,17700,61038047,57156536,2134411,942312,10389538806,9009231940,100,100,100,100,1.9,1.88,0.59,0.63
32750,1,36740,22713,9273,28119011,26671926,22713,9273,28119011,26671926,2134411,942312,10389538806,9009231940,100,100,100,100,1.06,0.98,0.27,0.3
32751,1,36740,19928,9697,21464654,18200283,19928,9697,21464654,18200283,2134411,942312,10389538806,9009231940,100,100,100,100,0.93,1.03,0.21,0.2
32754,1,19660,598,274,102769914,81529036,11313,5245,408795420,358481752,494593,254226,3709990171,2851658690,5.29,5.22,25.14,22.74,0.12,0.11,2.77,2.86
32754,1,37340,10715,4971,306025506,276952716,11313,5245,408795420,358481752,543376,269864,4032598796,2630557912,94.71,94.78,74.86,77.26,1.97,1.84,7.59,10.53
32757,1,36740,23746,12132,111032738,94193229,23746,12132,111032738,94193229,2134411,942312,10389538806,9009231940,100,100,100,100,1.11,1.29,1.07,1.05
32759,1,19660,2871,1669,109911171,105951725,2871,1669,109911171,105951725,494593,254226,3709990171,2851658690,100,100,100,100,0.58,0.66,2.96,3.72
32763,1,19660,21263,10438,43809803,43504946,21263,10438,43809803,43504946,494593,254226,3709990171,2851658690,100,100,100,100,4.3,4.11,1.18,1.53
32764,1,19660,3120,1527,249897103,234919565,3120,1527,249897103,234919565,494593,254226,3709990171,2851658690,100,100,100,100,0.63,0.6,6.74,8.24
32765,1,36740,56349,21579,111445266,101293754,56349,21579,111445266,101293754,2134411,942312,10389538806,9009231940,100,100,100,100,2.64,2.29,1.07,1.12
32766,1,36740,15698,5146,120686104,113408405,15698,5146,120686104,113408405,2134411,942312,10389538806,9009231940,100,100,100,100,0.74,0.55,1.16,1.26
32767,1,36740,2622,1332,176422965,163777529,2622,1332,176422965,163777529,2134411,942312,10389538806,9009231940,100,100,100,100,0.12,0.14,1.7,1.82
32771,1,36740,49481,21098,97690337,93693480,49481,21098,97690337,93693480,2134411,942312,10389538806,9009231940,100,100,100,100,2.32,2.24,0.94,1.04
32773,1,36740,28787,12028,91595482,71828149,28787,12028,91595482,71828149,2134411,942312,10389538806,9009231940,100,100,100,100,1.35,1.28,0.88,0.8
32776,1,36740,10262,4102,115622312,111852593,10262,4102,115622312,111852593,2134411,942312,10389538806,9009231940,100,100,100,100,0.48,0.44,1.11,1.24
32778,1,36740,18617,10090,108327745,64978322,18617,10090,108327745,64978322,2134411,942312,10389538806,9009231940,100,100,100,100,0.87,1.07,1.04,0.72
32779,1,36740,27556,11332,50780627,48738376,27556,11332,50780627,48738376,2134411,942312,10389538806,9009231940,100,100,100,100,1.29,1.2,0.49,0.54
32780,1,37340,34628,18779,198898077,165233755,34628,18779,198898077,165233755,543376,269864,4032598796,2630557912,100,100,100,100,6.37,6.96,4.93,6.28
32784,1,36100,3363,1668,143126719,132339147,11432,5210,270609481,234878704,331298,164050,4306141125,4103955681,29.42,32.02,52.89,56.34,1.02,1.02,3.32,3.22
32784,1,36740,8069,3542,127482762,102539557,11432,5210,270609481,234878704,2134411,942312,10389538806,9009231940,70.58,67.98,47.11,43.66,0.38,0.38,1.23,1.14
32789,1,36740,24557,11972,24912778,20183681,24557,11972,24912778,20183681,2134411,942312,10389538806,9009231940,100,100,100,100,1.15,1.27,0.24,0.22
32792,1,36740,46914,23554,33595390,31832888,46914,23554,33595390,31832888,2134411,942312,10389538806,9009231940,100,100,100,100,2.2,2.5,0.32,0.35
32796,1,37340,20139,9800,48122426,37855969,20139,9800,48122426,37855969,543376,269864,4032598796,2630557912,100,100,100,100,3.71,3.63,1.19,1.44
